tid,LEGAL_SCJUDGE,LEGAL_DESIGN,LEGAL_GEN,LEGAL_PATENT,LEGAL_TRADEMARK,LEGAL_COPYRIGHT,LEGAL_RESERVATION_CATEGORY,LEGAL_CRIMINAL_PROCEDURE,LEGAL_ENTITY,COPYRIGHT_ACT,PATENTS_ACT,DESIGNS_ACT,INFORMATION_TECHNOLOGY_ACT,TRADEMARK_ACT
180850491,19,0,15,0,0,0,4,5,1,0,0,0,0,0
437533,33,0,21,0,0,0,4,4,10,0,0,0,0,0
1048632,0,8,5,0,0,0,4,25,8,0,0,0,0,0
139299795,7,7,21,0,0,0,4,41,4,0,0,0,0,0
88397,0,0,1,0,0,0,0,0,10,0,0,0,0,0
86762634,1,8,7,0,0,0,0,23,4,0,0,0,0,0
243002,0,8,5,0,0,2,4,39,10,0,0,0,0,0
450219,33,0,1,0,0,0,0,23,9,0,0,0,0,0
1763149,0,0,5,0,0,0,4,38,7,0,0,0,0,0
79280249,-1,8,5,5,0,2,4,16,7,0,0,0,0,0
1677896,0,3,21,0,0,0,0,40,0,0,0,0,0,0
57798471,0,5,20,6,8,7,4,22,4,0,1,0,0,0
1105134,21,8,6,0,0,0,4,39,8,0,0,0,0,0
1891895,0,7,1,0,0,0,4,16,4,0,0,0,0,0
5398766,47,8,15,0,6,0,0,5,4,0,0,0,0,0
306833,0,8,1,0,0,13,0,25,8,0,0,0,0,0
730804,0,8,1,0,0,7,7,4,4,0,0,0,0,0
342903,0,5,1,0,0,0,4,22,7,0,0,0,0,0
188958994,38,8,21,0,0,7,0,4,7,0,0,0,0,0
514077,28,8,11,0,0,0,6,4,4,0,0,0,0,0
1878548,0,1,20,0,0,0,3,4,10,0,0,0,0,0
1876565,0,0,5,0,0,0,4,4,8,0,0,0,0,0
1206754,0,8,13,0,0,7,0,4,4,0,0,0,0,0
51545606,0,8,1,2,8,4,4,0,7,1,0,0,0,1
1735815,0,8,1,2,0,7,7,39,4,0,0,0,0,0
383397,0,7,13,2,0,3,0,4,4,1,0,0,0,0
60799,28,5,1,5,0,5,4,4,7,0,0,0,0,0
315432,0,8,1,0,0,0,7,54,10,0,0,0,0,0
1155640,0,6,1,0,0,0,4,16,10,0,0,0,0,0
1732840,0,7,1,0,0,7,0,4,10,0,0,0,0,0
673012,0,8,5,0,0,7,7,38,7,0,0,0,0,0
163696803,2,5,21,1,8,13,7,16,10,0,0,0,0,1
1328814,0,7,21,0,0,0,4,4,4,0,0,1,0,0
113963352,28,7,11,0,0,0,4,51,7,0,0,0,0,0
1602137,7,8,21,0,0,0,0,4,7,0,0,0,0,0
1765871,7,8,1,0,0,0,4,16,4,0,0,0,0,0
952963,0,0,1,0,0,7,4,4,10,0,0,0,0,0
474885,38,8,1,0,8,3,0,16,4,1,0,0,0,0
249589,0,8,1,0,8,13,0,16,2,0,0,0,0,0
127517806,10,3,2,0,9,7,4,38,4,0,0,0,1,0
1338837,0,7,1,2,0,0,4,25,4,0,0,0,0,0
204742,7,8,1,0,0,0,4,16,1,0,0,0,0,0
1548289,0,2,21,0,0,4,0,4,10,1,0,0,0,0
1965879,0,7,1,0,0,3,4,51,10,1,0,1,0,1
1062099,0,6,1,0,0,3,6,39,10,1,0,0,0,0
116548206,34,8,1,1,9,7,0,38,4,0,1,0,0,0
165776436,3,8,21,7,9,13,0,0,10,0,1,1,0,0
712415,14,7,1,0,0,0,0,5,10,0,1,1,0,0
733192,0,0,20,0,0,0,4,39,8,0,0,0,0,0
134913,0,7,10,1,0,7,0,4,4,1,0,0,0,0
145401736,0,8,15,0,8,3,7,0,4,1,0,0,1,1
1938862,0,8,1,2,0,0,0,25,10,0,0,0,0,1
880032,0,8,3,0,0,0,4,4,10,0,0,0,0,1
104935066,0,8,1,0,0,7,0,16,7,0,0,0,0,1
1397964,0,7,5,0,8,0,0,39,10,0,0,0,0,1
1035346,30,8,5,2,0,0,4,4,10,0,0,0,0,0
444914,0,7,18,0,0,3,0,4,4,1,0,1,0,0
280042,0,7,5,2,1,0,0,4,10,0,0,0,0,0
44410582,0,7,21,0,0,0,4,16,10,0,1,0,0,1
1335881,0,7,10,0,8,4,4,4,4,1,0,0,0,0
1883538,0,7,21,0,8,0,4,4,10,0,0,0,0,1
191907197,26,7,5,0,8,0,0,4,4,0,0,0,0,0
119540048,42,6,21,0,0,7,0,0,7,1,1,0,0,1
1857950,21,8,15,0,0,2,6,39,8,0,0,0,0,0
1403309,0,1,1,0,0,0,0,54,10,0,0,0,0,0
161614515,19,8,1,0,0,7,0,50,4,0,0,0,0,0
341560,0,4,14,0,0,0,0,4,1,0,0,0,0,0
368264,0,8,18,0,1,0,0,4,10,0,0,0,0,1
1514111,0,6,21,0,4,7,0,5,4,0,0,0,0,0
1584936,0,0,11,0,0,0,0,38,10,0,0,0,0,0
1106747,0,0,13,0,0,0,7,30,4,0,0,0,0,0
925897,38,8,1,0,0,0,0,5,10,0,0,0,0,0
110813550,37,8,21,0,8,2,0,52,4,0,0,0,1,0
1981010,0,3,1,1,0,0,0,16,4,0,0,0,0,0
258508,0,8,21,0,0,0,4,39,8,0,0,0,0,0
584977,7,8,1,0,0,13,0,23,10,0,0,0,0,0
617728,9,0,15,0,0,0,0,4,2,0,0,0,0,0
1209528,0,7,14,0,6,0,0,4,2,0,0,0,0,0
1734007,27,6,10,0,5,3,0,4,4,1,0,0,0,0
103561,0,1,18,0,0,13,0,4,10,0,0,0,0,1
1528386,0,0,15,0,0,3,4,9,10,0,0,0,0,0
896743,0,1,1,2,0,0,4,38,4,0,0,0,0,0
98622476,0,0,21,0,0,0,0,28,4,0,0,0,0,0
143202244,25,8,5,0,0,3,4,16,9,0,0,0,0,0
155579055,0,5,7,0,0,0,4,5,2,0,0,0,0,0
869781,21,8,21,0,0,0,4,5,10,0,0,0,0,0
858492,15,8,1,2,8,7,0,38,10,1,0,0,0,1
224777,0,0,20,0,0,0,4,39,3,0,0,0,0,0
955097,7,7,21,0,8,0,4,4,10,0,0,0,0,1
1001948,0,7,13,2,0,3,4,38,4,1,0,0,0,1
155329262,0,8,6,2,0,0,4,4,4,0,0,0,0,0
57555980,0,7,1,0,8,3,0,31,10,1,0,0,0,0
784265,0,7,10,0,0,3,4,4,4,0,0,0,0,0
126699,0,0,1,0,8,0,4,38,10,0,0,0,0,0
130470,13,0,1,0,8,0,4,17,10,0,0,0,0,0
1592558,30,6,1,0,0,7,4,38,10,1,0,0,0,0
910213,0,8,1,0,8,0,4,0,2,0,0,0,0,0
179477870,26,5,1,2,0,0,4,54,4,0,0,0,0,0
191721813,0,8,1,4,8,13,4,16,10,1,1,0,0,1
21369704,0,8,11,1,9,0,4,4,10,0,0,0,0,0
591481,0,8,21,0,0,0,4,38,8,0,0,0,0,0
1415114,0,8,1,0,0,7,4,38,0,1,0,0,0,0
331232,27,8,21,0,0,3,0,4,10,1,0,0,0,0
422732,0,7,1,0,0,3,0,24,10,1,0,0,0,0
38764718,4,7,6,6,0,3,0,4,7,0,1,1,0,0
103057287,1,0,1,2,0,0,0,16,4,0,0,0,0,0
271216,0,1,6,2,0,0,0,4,4,0,0,0,0,0
257876,21,8,5,2,4,7,7,0,7,0,0,0,0,0
115701246,0,8,21,2,0,7,4,16,8,0,0,0,0,0
148082701,35,8,21,2,0,4,4,5,10,1,0,0,0,0
1180206,0,5,1,0,0,3,4,41,10,1,0,0,0,0
66104323,0,8,1,0,5,3,4,42,4,1,1,1,0,0
1805387,0,0,21,0,0,7,4,4,4,0,0,0,0,0
789627,31,8,5,0,0,0,4,39,1,0,0,0,0,0
43335747,0,8,1,0,8,13,4,26,4,0,0,0,1,1
1669803,0,0,6,0,0,0,4,44,8,0,0,0,0,0
634160,36,2,1,0,0,0,5,0,7,0,0,0,0,0
1180216,0,6,1,0,0,0,7,54,2,0,0,0,0,0
1326449,0,8,1,0,0,0,4,4,10,0,0,0,0,0
1508554,0,8,11,0,0,0,4,16,4,0,0,0,0,0
328927,0,8,5,0,0,7,4,39,8,0,0,0,0,0
70037708,0,8,21,0,0,13,7,5,10,0,0,0,0,0
1817694,30,8,21,2,0,0,0,4,7,0,0,0,0,0
1365277,0,8,20,0,0,7,7,45,4,0,0,0,0,0
800341,0,0,10,0,0,3,0,4,4,1,0,0,0,1
1181080,0,7,13,0,8,0,0,4,4,0,0,0,0,0
138192511,0,8,21,0,5,3,0,26,4,1,1,0,0,0
99622088,0,1,21,0,8,4,4,18,4,1,0,0,1,0
40753175,40,8,1,0,0,13,4,0,4,0,0,0,0,0
594383,0,8,1,0,0,7,4,25,7,0,0,0,0,0
1231223,0,8,1,0,6,0,0,5,4,0,0,0,0,0
178445,0,8,1,0,0,7,4,49,10,0,0,0,0,0
1771122,0,0,15,0,0,13,0,4,7,0,0,0,0,0
183868316,40,8,2,0,0,0,0,4,4,0,0,0,0,0
1627481,0,1,3,0,0,0,4,4,2,0,0,0,0,0
353578,0,0,5,0,0,0,4,25,8,0,0,0,0,0
1035719,0,7,9,0,0,0,0,24,4,0,0,0,0,0
1220952,0,1,21,0,0,7,0,39,8,0,0,0,0,0
377266,0,6,1,0,0,3,0,0,4,1,0,0,0,0
1671648,0,8,21,0,0,0,4,4,2,0,0,0,0,0
1389940,0,7,21,2,0,7,0,4,10,0,0,0,0,1
865758,0,5,21,6,0,7,0,26,4,0,0,1,0,0
122362,9,8,1,0,0,7,4,42,7,0,0,0,0,0
703764,0,7,1,0,0,0,4,54,1,0,0,0,0,0
338115,38,0,15,2,0,0,4,4,10,0,0,0,0,0
98342524,0,0,1,0,0,0,7,5,7,0,0,0,0,0
529384,0,3,1,0,0,0,0,25,10,0,0,0,0,1
668225,0,8,21,0,0,0,4,39,8,0,0,0,0,0
167333165,0,1,10,0,8,3,0,19,4,0,0,0,1,0
67892682,25,7,11,2,0,3,0,4,2,1,0,0,0,1
1766147,0,8,21,0,9,7,2,16,8,0,0,0,0,0
1242789,38,1,13,0,0,13,7,0,7,1,0,0,0,0
1643138,0,6,11,0,0,3,7,54,4,0,0,0,0,0
93127,0,5,21,0,0,0,4,16,7,0,0,0,0,0
1572876,0,1,21,2,0,0,4,16,4,0,0,0,0,0
137238378,0,7,21,2,0,0,4,4,1,0,0,0,0,0
943008,0,1,11,0,0,0,0,4,4,0,0,0,0,0
623494,0,7,4,0,0,0,4,16,1,0,0,0,0,0
1300681,0,7,10,0,0,0,0,4,10,0,0,0,0,1
1630167,0,7,13,0,1,0,0,4,10,0,0,0,0,1
175175391,40,8,1,0,8,13,7,25,4,0,0,0,0,0
1727525,0,8,20,0,0,0,4,4,10,0,0,0,0,0
1425329,0,8,5,0,0,2,7,4,7,0,0,0,0,0
1663733,0,1,1,2,0,0,7,25,10,0,0,0,0,0
1593570,0,1,1,2,0,0,4,16,4,0,0,0,0,0
1926500,5,1,1,0,0,0,2,4,4,0,0,0,0,0
576454,0,8,8,0,5,2,4,0,4,1,0,1,0,0
565788,0,6,10,0,5,3,4,4,4,1,1,0,0,0
1959866,0,6,21,1,9,0,4,4,10,0,0,0,0,0
1967742,0,7,21,0,8,3,4,4,4,1,0,0,0,1
12050516,28,0,21,0,0,0,0,5,10,0,0,0,0,0
123737198,0,8,21,0,8,3,0,38,4,1,0,0,0,1
1307808,9,5,1,1,0,7,0,38,8,0,0,0,0,0
1747781,0,7,1,0,1,4,4,5,2,1,0,0,0,1
