tid,LEGAL_SCJUDGE,LEGAL_DESIGN,LEGAL_GEN,LEGAL_PATENT,LEGAL_TRADEMARK,LEGAL_COPYRIGHT,LEGAL_RESERVATION_CATEGORY,LEGAL_CRIMINAL_PROCEDURE,LEGAL_ENTITY,LAW,INFRINGEMENT,PERSON,NATION/RELIGIOUS/POL_GROUP,GEOGRAPHICAL_LOC,LANGUAGE,LOCATION_STRUCTURE,LOCATION,CONTACTNAME,ORGANIZATION,ORGANIZATION2,GEOGRAPHY2,DATETIME,PERCENT,COPYRIGHT_ACT,PATENTS_ACT,DESIGNS_ACT,INFORMATION_TECHNOLOGY_ACT,TRADEMARK_ACT
191721813,0,8,1,4,8,13,4,16,10,8,1,386,53,105,0,42,116,10,74,0,84,258,9,1,1,0,0,1
21369704,0,8,11,1,9,0,4,4,10,360,0,334,1,105,0,487,225,33,12,191,322,189,9,0,0,0,0,0
591481,0,8,21,0,0,0,4,38,8,8,1,412,5,105,2,298,116,10,225,71,0,105,3,0,0,0,0,0
1415114,0,8,1,0,0,7,4,38,0,309,0,145,53,105,0,2,116,10,192,162,56,227,3,1,0,0,0,0
331232,27,8,21,0,0,3,0,4,10,8,1,59,53,105,0,2,116,10,88,83,0,55,3,1,0,0,0,0
422732,0,7,1,0,0,3,0,24,10,357,1,674,48,229,2,40,16,10,48,172,48,256,3,1,0,0,0,0
38764718,4,7,6,6,0,3,0,4,7,8,1,215,1,106,0,344,79,167,205,172,0,167,3,0,1,1,0,0
103057287,1,0,1,2,0,0,0,16,4,522,0,548,1,54,0,2,50,325,48,50,0,187,3,0,0,0,0,0
271216,0,1,6,2,0,0,0,4,4,312,0,369,1,229,0,2,141,181,48,50,0,149,3,0,0,0,0,0
257876,21,8,5,2,4,7,7,0,7,104,1,463,21,105,2,226,64,90,134,117,19,30,98,0,0,0,0,0
115701246,0,8,21,2,0,7,4,16,8,104,0,632,95,105,2,31,116,36,48,50,321,36,77,0,0,0,0,0
148082701,35,8,21,2,0,4,4,5,10,453,1,210,1,142,0,369,75,247,88,0,73,105,3,1,0,0,0,0
1180206,0,5,1,0,0,3,4,41,10,276,0,726,1,66,0,444,186,416,205,98,0,120,3,1,0,0,0,0
66104323,0,8,1,0,5,3,4,42,4,453,1,111,53,105,2,77,116,129,24,0,47,182,73,1,1,1,0,0
1805387,0,0,21,0,0,7,4,4,4,186,0,677,21,167,0,417,163,251,228,0,0,141,3,0,0,0,0,0
789627,31,8,5,0,0,0,4,39,1,37,0,730,1,105,0,2,245,418,164,0,125,36,3,0,0,0,0,0
43335747,0,8,1,0,8,13,4,26,4,384,1,697,53,105,2,24,256,21,6,0,245,189,20,0,0,0,1,1
1669803,0,0,6,0,0,0,4,44,8,105,0,625,140,246,0,89,304,375,48,144,66,123,3,0,0,0,0,0
634160,36,2,1,0,0,0,5,0,7,193,0,675,64,96,2,420,106,388,204,171,115,33,107,0,0,0,0,0
1180216,0,6,1,0,0,0,7,54,2,8,0,753,138,227,0,2,43,10,228,50,297,276,5,0,0,0,0,0
1326449,0,8,1,0,0,0,4,4,10,8,1,533,53,105,0,6,116,10,174,144,122,74,26,0,0,0,0,0
1508554,0,8,11,0,0,0,4,16,4,40,0,544,1,23,0,2,25,10,48,50,194,140,9,0,0,0,0,0
328927,0,8,5,0,0,7,4,39,8,104,1,258,5,105,0,460,116,35,48,50,80,36,3,0,0,0,0,0
70037708,0,8,21,0,0,13,7,5,10,334,0,382,53,105,0,22,116,217,58,0,23,336,11,0,0,0,0,0
1817694,30,8,21,2,0,0,0,4,7,293,0,242,145,294,2,473,10,152,205,144,37,139,3,0,0,0,0,0
1365277,0,8,20,0,0,7,7,45,4,8,0,713,58,36,0,475,259,307,214,177,0,135,3,0,0,0,0,0
800341,0,0,10,0,0,3,0,4,4,482,1,387,102,157,0,2,116,299,103,72,105,167,3,1,0,0,0,1
1114158,0,7,20,0,2,0,4,4,4,8,1,332,53,105,2,309,116,10,48,50,0,113,3,0,0,0,0,1
1181080,0,7,13,0,8,0,0,4,4,8,1,567,1,17,0,2,256,343,177,0,132,125,3,0,0,0,0,0
138192511,0,8,21,0,5,3,0,26,4,358,1,243,53,105,0,167,292,153,48,50,65,52,3,1,1,0,0,0
99622088,0,1,21,0,8,4,4,18,4,384,1,480,25,105,0,266,70,296,61,0,108,180,11,1,0,0,1,0
40753175,40,8,1,0,0,13,4,0,4,203,0,80,1,196,0,2,120,10,227,0,65,171,69,0,0,0,0,0
594383,0,8,1,0,0,7,4,25,7,477,1,72,53,105,0,351,116,250,223,184,0,86,92,0,0,0,0,0
1231223,0,8,1,0,6,0,0,5,4,152,0,583,1,57,0,2,54,213,228,33,0,5,3,0,0,0,0,0
178445,0,8,1,0,0,7,4,49,10,530,0,575,1,27,0,264,225,10,48,34,115,137,18,0,0,0,0,0
1771122,0,0,15,0,0,13,0,4,7,9,0,345,53,0,0,2,58,106,39,0,0,95,67,0,0,0,0,0
183868316,40,8,2,0,0,0,0,4,4,20,0,318,53,105,0,457,116,14,227,0,0,278,43,0,0,0,0,0
1627481,0,1,3,0,0,0,4,4,2,74,0,5,5,105,0,2,116,420,216,0,0,323,3,0,0,0,0,0
353578,0,0,5,0,0,0,4,25,8,105,0,774,1,246,0,193,34,408,196,165,0,123,3,0,0,0,0,0
1035719,0,7,9,0,0,0,0,24,4,486,1,768,38,187,2,2,147,430,236,73,0,111,3,0,0,0,0,0
1220952,0,1,21,0,0,7,0,39,8,209,0,258,1,135,0,260,134,345,214,66,3,55,74,0,0,0,0,0
377266,0,6,1,0,0,3,0,0,4,8,1,226,53,105,2,479,256,145,48,134,244,105,3,1,0,0,0,0
1671648,0,8,21,0,0,0,4,4,2,239,0,511,21,21,0,144,197,313,154,15,0,34,72,0,0,0,0,0
1389940,0,7,21,2,0,7,0,4,10,488,0,733,39,105,2,467,116,10,152,50,0,106,3,0,0,0,0,1
865758,0,5,21,6,0,7,0,26,4,149,1,394,22,105,2,2,51,257,200,0,325,14,3,0,0,1,0,0
122362,9,8,1,0,0,7,4,42,7,390,0,20,1,36,0,421,300,10,48,50,4,149,26,0,0,0,0,0
703764,0,7,1,0,0,0,4,54,1,8,0,100,53,56,0,447,116,10,174,0,37,192,9,0,0,0,0,0
338115,38,0,15,2,0,0,4,4,10,88,0,505,46,83,0,2,96,311,231,50,0,172,3,0,0,0,0,0
98342524,0,0,1,0,0,0,7,5,7,158,0,532,100,105,0,119,116,10,75,0,0,229,45,0,0,0,0,0
529384,0,3,1,0,0,0,0,25,10,533,1,434,12,105,2,455,232,271,153,189,150,192,11,0,0,0,0,1
668225,0,8,21,0,0,0,4,39,8,8,0,473,11,19,0,365,21,10,48,50,33,74,3,0,0,0,0,0
19267666,0,7,11,0,8,3,4,16,10,8,1,747,21,105,2,2,66,10,48,0,301,227,3,0,1,1,0,1
167333165,0,1,10,0,8,3,0,19,4,384,1,382,53,105,0,173,71,296,141,0,320,206,3,0,0,0,1,0
67892682,25,7,11,2,0,3,0,4,2,8,1,428,132,105,12,319,116,10,128,50,0,188,77,1,0,0,0,1
1766147,0,8,21,0,9,7,2,16,8,104,1,218,53,105,2,33,116,36,48,50,172,192,3,0,0,0,0,0
1242789,38,1,13,0,0,13,7,0,7,309,1,83,53,105,2,2,116,105,144,0,321,169,26,1,0,0,0,0
1643138,0,6,11,0,0,3,7,54,4,31,1,214,27,76,2,164,85,35,48,50,3,230,3,0,0,0,0,0
93127,0,5,21,0,0,0,4,16,7,46,0,718,1,192,0,393,50,160,125,50,0,146,26,0,0,0,0,0
1572876,0,1,21,2,0,0,4,16,4,381,0,95,1,100,0,2,79,10,100,95,0,264,3,0,0,0,0,0
1674695,0,7,21,0,8,3,4,16,7,341,1,209,53,105,2,147,116,10,48,0,36,154,3,0,0,0,0,1
137238378,0,7,21,2,0,0,4,4,1,243,0,537,126,9,12,55,245,10,48,50,66,264,3,0,0,0,0,0
943008,0,1,11,0,0,0,0,4,4,134,0,86,1,185,0,145,24,298,27,61,0,332,3,0,0,0,0,0
623494,0,7,4,0,0,0,4,16,1,275,0,568,1,57,0,2,54,344,205,172,0,77,3,0,0,0,0,0
1300681,0,7,10,0,0,0,0,4,10,406,1,758,1,105,0,2,116,321,205,131,0,313,3,0,0,0,0,1
615459,0,7,13,0,0,4,4,4,10,215,1,695,12,56,0,264,148,223,99,50,206,247,3,1,0,0,0,0
1630167,0,7,13,0,1,0,0,4,10,533,1,693,53,65,0,2,116,246,80,200,0,154,3,0,0,0,0,1
175175391,40,8,1,0,8,13,7,25,4,137,0,201,53,105,10,369,120,254,5,0,21,182,52,0,0,0,0,0
1727525,0,8,20,0,0,0,4,4,10,8,0,10,81,41,0,175,206,10,220,50,207,21,3,0,0,0,0,0
1425329,0,8,5,0,0,2,7,4,7,112,0,274,53,260,2,385,116,10,48,50,268,244,3,0,0,0,0,0
1663733,0,1,1,2,0,0,7,25,10,441,0,758,1,227,0,2,213,79,174,144,0,104,3,0,0,0,0,0
1593570,0,1,1,2,0,0,4,16,4,423,0,420,1,204,0,2,213,31,48,50,0,125,3,0,0,0,0,0
1926500,5,1,1,0,0,0,2,4,4,8,1,612,81,54,0,289,50,10,48,50,0,128,12,0,0,0,0,0
576454,0,8,8,0,5,2,4,0,4,356,1,695,53,105,12,360,116,10,83,0,225,265,90,1,0,1,0,0
565788,0,6,10,0,5,3,4,4,4,198,1,385,53,105,2,2,256,10,65,63,115,178,117,1,1,0,0,0
1959866,0,6,21,1,9,0,4,4,10,47,1,18,21,105,2,10,116,10,228,191,0,14,3,0,0,0,0,0
1967742,0,7,21,0,8,3,4,4,4,8,1,191,36,105,13,413,116,123,48,50,310,326,3,1,0,0,0,1
12050516,28,0,21,0,0,0,0,5,10,64,1,660,53,66,0,254,120,217,227,0,21,181,11,0,0,0,0,0
123737198,0,8,21,0,8,3,0,38,4,369,1,603,53,68,0,200,75,363,222,0,0,105,3,1,0,0,0,1
1307808,9,5,1,1,0,7,0,38,8,504,0,449,1,9,0,204,11,108,205,172,0,46,3,0,0,0,0,0
1747781,0,7,1,0,1,4,4,5,2,533,1,205,53,102,0,330,256,246,44,185,308,232,3,1,0,0,0,1
330608,0,7,1,0,0,7,4,3,10,398,1,43,1,45,2,2,40,275,7,9,0,159,3,0,0,0,0,0
